fundo	parcela	lote	producto	dosis	volumen	area	toneladas
Mar Verde	PARCELA 27	L925	ALGASIL	1	1400	3.66	20.21704276
Mar Verde	PARCELA 27	L925	AMINOTERRA	3	800	1.83	20.21704276
Mar Verde	PARCELA 27	L925	ARGENFRUT	18	1800	1.83	20.21704276
Mar Verde	PARCELA 27	L925	BAMECTIN	1.5005	2000	3.66	20.21704276
Mar Verde	PARCELA 27	L925	BIOIL-S/ENHANCE	20	2000	1.83	20.21704276
Mar Verde	PARCELA 27	L925	BONUM	0.675	900	3.66	20.21704276
Mar Verde	PARCELA 27	L925	CALCI-B	3	800	3.66	20.21704276
Mar Verde	PARCELA 27	L925	CHUNGAR	1.8	1800	1.83	20.21704276
Mar Verde	PARCELA 27	L925	CLOSER 240 SC	0.601	2000	1.83	20.21704276
Mar Verde	PARCELA 27	L925	CROPS CANELA	1.629	1885.714286	12.81	20.21704276
Mar Verde	PARCELA 27	L925	DOGMA	0.5	800	1.83	20.21704276
Mar Verde	PARCELA 27	L925	EMACTIN 5% SG	0.8	2000	3.66	20.21704276
Mar Verde	PARCELA 27	L925	EMBATE 480 SL	0.906	90.585	1.83	20.21704276
Mar Verde	PARCELA 27	L925	EPINGLE 10 EC	2	2000	1.83	20.21704276
Mar Verde	PARCELA 27	L925	ESENFOL CaB ZINC	3	800	1.83	20.21704276
Mar Verde	PARCELA 27	L925	FAST THRU	0.24	1600	7.32	20.21704276
Mar Verde	PARCELA 27	L925	GF-120	1.6	1667.333333	2.76	20.21704276
Mar Verde	PARCELA 27	L925	GLADIADOR	1.866666667	1866.666667	7.32	20.21704276
Mar Verde	PARCELA 27	L925	HIPOCLORITO SODIO 5%	0.073714286	1657.142857	14.64	20.21704276
Mar Verde	PARCELA 27	L925	KELPURA	3	600	1.83	20.21704276
Mar Verde	PARCELA 27	L925	LICTHOR	4	100	5.49	20.21704276
Mar Verde	PARCELA 27	L925	MAXI COVER	0.187	1253.333333	32.94	20.21704276
Mar Verde	PARCELA 27	L925	PHYLGREEN	2	800	1.83	20.21704276
Mar Verde	PARCELA 27	L925	POTENSIL	2	2000	7.32	20.21704276
Mar Verde	PARCELA 27	L925	PRESSOR	3.6	600	1.83	20.21704276
Mar Verde	PARCELA 27	L925	TACHIGAREN	2	100	1.83	20.21704276
Mar Verde	PARCELA 27	L925	TRONKAL	0.5	1000	1.83	20.21704276
Mar Verde	PARCELA 27	L925	X-CYTE	1.2	800	5.49	20.21704276
Mar Verde	PARCELA 27	L926	ACARISIL 110 SC	0.6	2000	1.85	18.33100547
Mar Verde	PARCELA 27	L926	ACIDO FOSFORICO 85%	0.15	2000	1.85	18.33100547
Mar Verde	PARCELA 27	L926	ALGASIL	1	1400	3.7	18.33100547
Mar Verde	PARCELA 27	L926	AMINOTERRA	3	800	1.85	18.33100547
Mar Verde	PARCELA 27	L926	ARGENFRUT	18	1800	1.85	18.33100547
Mar Verde	PARCELA 27	L926	BAMECTIN	1.5005	2000	3.7	18.33100547
Mar Verde	PARCELA 27	L926	BIOIL-S/ENHANCE	20	2000	1.85	18.33100547
Mar Verde	PARCELA 27	L926	BONUM	0.675	900	3.7	18.33100547
Mar Verde	PARCELA 27	L926	CALCI-B	3	800	3.7	18.33100547
Mar Verde	PARCELA 27	L926	CHUNGAR	1.8	1800	1.85	18.33100547
Mar Verde	PARCELA 27	L926	CLOSER 240 SC	0.601	2000	1.85	18.33100547
Mar Verde	PARCELA 27	L926	CROPS CANELA	1.629	1885.714286	12.95	18.33100547
Mar Verde	PARCELA 27	L926	DOGMA	0.5	800	1.85	18.33100547
Mar Verde	PARCELA 27	L926	EMACTIN 5% SG	0.8	2000	3.7	18.33100547
Mar Verde	PARCELA 27	L926	EMBATE 480 SL	0.906	90.585	1.85	18.33100547
Mar Verde	PARCELA 27	L926	EPINGLE 10 EC	2	2000	1.85	18.33100547
Mar Verde	PARCELA 27	L926	ESENFOL CaB ZINC	3	800	1.85	18.33100547
Mar Verde	PARCELA 27	L926	FAST THRU	0.24	1600	7.4	18.33100547
Mar Verde	PARCELA 27	L926	GF-120	1.6	1667.333333	2.76	18.33100547
Mar Verde	PARCELA 27	L926	GLADIADOR	1.866666667	1866.666667	7.4	18.33100547
Mar Verde	PARCELA 27	L926	HIPOCLORITO SODIO 5%	0.073714286	1657.142857	14.8	18.33100547
Mar Verde	PARCELA 27	L926	KELPURA	3	600	1.85	18.33100547
Mar Verde	PARCELA 27	L926	LICTHOR	4	100	5.55	18.33100547
Mar Verde	PARCELA 27	L926	MAXI COVER	0.187	1253.333333	33.3	18.33100547
Mar Verde	PARCELA 27	L926	PHYLGREEN	2	800	1.85	18.33100547
Mar Verde	PARCELA 27	L926	POTENSIL	2	2000	7.4	18.33100547
Mar Verde	PARCELA 27	L926	PRESSOR	3.6	600	1.85	18.33100547
Mar Verde	PARCELA 27	L926	TACHIGAREN	2	100	1.85	18.33100547
Mar Verde	PARCELA 27	L926	TRONKAL	0.5	1000	1.85	18.33100547
Mar Verde	PARCELA 27	L926	X-CYTE	1.2	800	5.55	18.33100547
Mar Verde	PARCELA 27	L927	ACARISIL 110 SC	0.6	2000	1.05	17.71178522
Mar Verde	PARCELA 27	L927	ACIDO FOSFORICO 85%	0.15	2000	1.05	17.71178522
Mar Verde	PARCELA 27	L927	ALGASIL	1	1400	2.1	17.71178522
Mar Verde	PARCELA 27	L927	AMINOTERRA	3	800	1.05	17.71178522
Mar Verde	PARCELA 27	L927	ARGENFRUT	18	1800	1.05	17.71178522
Mar Verde	PARCELA 27	L927	BAMECTIN	1.5005	2000	2.1	17.71178522
Mar Verde	PARCELA 27	L927	BIOIL-S/ENHANCE	20	2000	1.05	17.71178522
Mar Verde	PARCELA 27	L927	BONUM	0.675	900	2.1	17.71178522
Mar Verde	PARCELA 27	L927	CALCI-B	3	800	2.1	17.71178522
Mar Verde	PARCELA 27	L927	CHUNGAR	1.8	1800	1.05	17.71178522
Mar Verde	PARCELA 27	L927	CLOSER 240 SC	0.601	2000	1.05	17.71178522
Mar Verde	PARCELA 27	L927	CROPS CANELA	1.629	1885.714286	7.35	17.71178522
Mar Verde	PARCELA 27	L927	DOGMA	0.5	800	1.05	17.71178522
Mar Verde	PARCELA 27	L927	EMACTIN 5% SG	0.8	2000	2.1	17.71178522
Mar Verde	PARCELA 27	L927	EMBATE 480 SL	0.894	89.34	1.05	17.71178522
Mar Verde	PARCELA 27	L927	EPINGLE 10 EC	2	2000	1.05	17.71178522
Mar Verde	PARCELA 27	L927	ESENFOL CaB ZINC	3	800	1.05	17.71178522
Mar Verde	PARCELA 27	L927	FAST THRU	0.24	1600	4.2	17.71178522
Mar Verde	PARCELA 27	L927	GF-120	1.599888889	1556.444444	2.88	17.71178522
Mar Verde	PARCELA 27	L927	GLADIADOR	1.866666667	1866.666667	4.2	17.71178522
Mar Verde	PARCELA 27	L927	HIPOCLORITO SODIO 5%	0.073714286	1657.142857	8.4	17.71178522
Mar Verde	PARCELA 27	L927	KELPURA	3	600	1.05	17.71178522
Mar Verde	PARCELA 27	L927	LICTHOR	4	100	3.15	17.71178522
Mar Verde	PARCELA 27	L927	MAXI COVER	0.187	1253.333333	18.9	17.71178522
Mar Verde	PARCELA 27	L927	PHYLGREEN	2	800	1.05	17.71178522
Mar Verde	PARCELA 27	L927	POTENSIL	2	2000	4.2	17.71178522
Mar Verde	PARCELA 27	L927	PRESSOR	3.6	600	1.05	17.71178522
Mar Verde	PARCELA 27	L927	TACHIGAREN	2	100	1.05	17.71178522
Mar Verde	PARCELA 27	L927	TRONKAL	0.5	1000	1.05	17.71178522
Mar Verde	PARCELA 27	L927	X-CYTE	1.2	800	3.15	17.71178522
Mar Verde	PARCELA 27	L928	ACARISIL 110 SC	0.6	2000	1.65	18.23319308
Mar Verde	PARCELA 27	L928	ACIDO FOSFORICO 85%	0.15	2000	1.65	18.23319308
Mar Verde	PARCELA 27	L928	ALGASIL	1	1400	3.3	18.23319308
Mar Verde	PARCELA 27	L928	AMINOTERRA	3	800	1.65	18.23319308
Mar Verde	PARCELA 27	L928	ARGENFRUT	18	1800	1.65	18.23319308
Mar Verde	PARCELA 27	L928	BAMECTIN	1.500666667	2000	3.3	18.23319308
Mar Verde	PARCELA 27	L928	BIOIL-S/ENHANCE	20	2000	1.65	18.23319308
Mar Verde	PARCELA 27	L928	BONUM	0.65	866.6666667	3.3	18.23319308
Mar Verde	PARCELA 27	L928	CALCI-B	3	800	3.3	18.23319308
Mar Verde	PARCELA 27	L928	CHUNGAR	1.8	1800	1.65	18.23319308
Mar Verde	PARCELA 27	L928	CLOSER 240 SC	0.601	2000	1.65	18.23319308
Mar Verde	PARCELA 27	L928	CROPS CANELA	1.567166667	1866.666667	11.55	18.23319308
Mar Verde	PARCELA 27	L928	DOGMA	0.5	800	1.65	18.23319308
Mar Verde	PARCELA 27	L928	EMACTIN 5% SG	0.8	2000	3.3	18.23319308
Mar Verde	PARCELA 27	L928	EMBATE 480 SL	1.319	131.87	1.65	18.23319308
Mar Verde	PARCELA 27	L928	EPINGLE 10 EC	2	2000	1.65	18.23319308
Mar Verde	PARCELA 27	L928	ESENFOL CaB ZINC	3	800	1.65	18.23319308
Mar Verde	PARCELA 27	L928	FAST THRU	0.24	1600	6.6	18.23319308
Mar Verde	PARCELA 27	L928	GF-120	1.6	1750.5	4.12	18.23319308
Mar Verde	PARCELA 27	L928	GLADIADOR	1.866666667	1866.666667	6.6	18.23319308
Mar Verde	PARCELA 27	L928	HIPOCLORITO SODIO 5%	0.100076923	2246.153846	13.58	18.23319308
Mar Verde	PARCELA 27	L928	KELPURA	3	600	1.65	18.23319308
Mar Verde	PARCELA 27	L928	LICTHOR	4	100	4.95	18.23319308
Mar Verde	PARCELA 27	L928	MAXI COVER	0.18	1207.407407	29.7	18.23319308
Mar Verde	PARCELA 27	L928	PHYLGREEN	2	800	1.65	18.23319308
Mar Verde	PARCELA 27	L928	POTENSIL	2	2000	6.6	18.23319308
Mar Verde	PARCELA 27	L928	PRESSOR	3.6	600	1.65	18.23319308
Mar Verde	PARCELA 27	L928	TACHIGAREN	2	100	1.65	18.23319308
Mar Verde	PARCELA 27	L928	TRONKAL	0.5	1000	1.65	18.23319308
Mar Verde	PARCELA 27	L928	X-CYTE	1.2	800	4.95	18.23319308
Mar Verde	PARCELA 27	L929	ACAPROX	3	2000	2.55	18.66931141
Mar Verde	PARCELA 27	L929	ACARISIL 110 SC	0.6	2000	2.92	18.66931141
Mar Verde	PARCELA 27	L929	ACIDO FOSFORICO 85%	0.1505	2000	2.92	18.66931141
Mar Verde	PARCELA 27	L929	ALGASIL	1	1600	5.84	18.66931141
Mar Verde	PARCELA 27	L929	AMINOTERRA	3	900	2.92	18.66931141
Mar Verde	PARCELA 27	L929	ARGENFRUT	18	1800	2.92	18.66931141
Mar Verde	PARCELA 27	L929	BAMECTIN	1.5	2000	5.84	18.66931141
Mar Verde	PARCELA 27	L929	BIOIL-S/ENHANCE	20	2000	2.92	18.66931141
Mar Verde	PARCELA 27	L929	BONUM	0.7	933.3333333	5.84	18.66931141
Mar Verde	PARCELA 27	L929	CALCI-B	3	800	5.84	18.66931141
Mar Verde	PARCELA 27	L929	CHUNGAR	1.8	1800	2.92	18.66931141
Mar Verde	PARCELA 27	L929	CROPS CANELA	1.6126875	1900	23.36	18.66931141
Mar Verde	PARCELA 27	L929	DOGMA	0.5	800	2.92	18.66931141
Mar Verde	PARCELA 27	L929	EMACTIN 5% SG	0.8	2000	5.84	18.66931141
Mar Verde	PARCELA 27	L929	EMBATE 480 SL	0.918	91.83	2.92	18.66931141
Mar Verde	PARCELA 27	L929	EPINGLE 10 EC	2	2000	2.92	18.66931141
Mar Verde	PARCELA 27	L929	ESENFOL CaB ZINC	3	800	2.92	18.66931141
Mar Verde	PARCELA 27	L929	FAST THRU	0.2775	1850	11.68	18.66931141
Mar Verde	PARCELA 27	L929	GF-120	1.6024	1733.866667	7.2	18.66931141
Mar Verde	PARCELA 27	L929	GLADIADOR	1.911111111	1911.111111	11.68	18.66931141
Mar Verde	PARCELA 27	L929	HIPOCLORITO SODIO 5%	0.0795625	1787.5	23.36	18.66931141
Mar Verde	PARCELA 27	L929	KELPURA	3	600	2.92	18.66931141
Mar Verde	PARCELA 27	L929	LICTHOR	4	100	8.76	18.66931141
Mar Verde	PARCELA 27	L929	MAXI COVER	0.188181818	1260.606061	52.19	18.66931141
Mar Verde	PARCELA 27	L929	PHYLGREEN	2	800	2.92	18.66931141
Mar Verde	PARCELA 27	L929	POTENSIL	2	2000	11.68	18.66931141
Mar Verde	PARCELA 27	L929	PRESSOR	3.6	600	2.92	18.66931141
Mar Verde	PARCELA 27	L929	TACHIGAREN	2	100	2.92	18.66931141
Mar Verde	PARCELA 27	L929	TRONKAL	0.5	1000	2.92	18.66931141
Mar Verde	PARCELA 27	L929	X-CYTE	1.2	833.3333333	8.76	18.66931141
Mar Verde	PARCELA 27	L930	ACAPROX	3	2000	1.48	20.50346961
Mar Verde	PARCELA 27	L930	ACARISIL 110 SC	0.6	2000	1.85	20.50346961
Mar Verde	PARCELA 27	L930	ACIDO FOSFORICO 85%	0.1505	2000	1.85	20.50346961
Mar Verde	PARCELA 27	L930	ALGASIL	1	1600	3.7	20.50346961
Mar Verde	PARCELA 27	L930	AMINOTERRA	3	900	1.85	20.50346961
Mar Verde	PARCELA 27	L930	ARGENFRUT	18	1800	1.85	20.50346961
Mar Verde	PARCELA 27	L930	BAMECTIN	1.5	2000	3.7	20.50346961
Mar Verde	PARCELA 27	L930	BIOIL-S/ENHANCE	20	2000	1.85	20.50346961
Mar Verde	PARCELA 27	L930	BONUM	0.7	933.3333333	3.7	20.50346961
Mar Verde	PARCELA 27	L930	CALCI-B	3	800	3.7	20.50346961
Mar Verde	PARCELA 27	L930	CHUNGAR	1.8	1800	1.85	20.50346961
Mar Verde	PARCELA 27	L930	CROPS CANELA	1.6126875	1900	14.8	20.50346961
Mar Verde	PARCELA 27	L930	DOGMA	0.5	800	1.85	20.50346961
Mar Verde	PARCELA 27	L930	EMACTIN 5% SG	0.8	2000	3.7	20.50346961
Mar Verde	PARCELA 27	L930	EMBATE 480 SL	0.918	91.83	1.85	20.50346961
Mar Verde	PARCELA 27	L930	EPINGLE 10 EC	2	2000	1.85	20.50346961
Mar Verde	PARCELA 27	L930	ESENFOL CaB ZINC	3	800	1.85	20.50346961
Mar Verde	PARCELA 27	L930	FAST THRU	0.2775	1850	7.4	20.50346961
Mar Verde	PARCELA 27	L930	GF-120	1.558090909	1274.181818	9.7	20.50346961
Mar Verde	PARCELA 27	L930	GLADIADOR	1.911111111	1911.111111	7.4	20.50346961
Mar Verde	PARCELA 27	L930	HIPOCLORITO SODIO 5%	0.0795625	1787.5	14.8	20.50346961
Mar Verde	PARCELA 27	L930	KELPURA	3	600	1.85	20.50346961
Mar Verde	PARCELA 27	L930	LICTHOR	4	100	5.55	20.50346961
Mar Verde	PARCELA 27	L930	MAXI COVER	0.188181818	1260.606061	32.93	20.50346961
Mar Verde	PARCELA 27	L930	PHYLGREEN	2	800	1.85	20.50346961
Mar Verde	PARCELA 27	L930	POTENSIL	2	2000	7.4	20.50346961
Mar Verde	PARCELA 27	L930	PRESSOR	3.6	600	1.85	20.50346961
Mar Verde	PARCELA 27	L930	TACHIGAREN	2	100	1.85	20.50346961
Mar Verde	PARCELA 27	L930	TRONKAL	0.5	1000	1.85	20.50346961
Mar Verde	PARCELA 27	L930	X-CYTE	1.2	833.3333333	5.55	20.50346961
Mar Verde	PARCELA 27	L931	ACAPROX	3	2000	1.32	18.9216622
Mar Verde	PARCELA 27	L931	ACARISIL 110 SC	0.6	2000	1.69	18.9216622
Mar Verde	PARCELA 27	L931	ACIDO FOSFORICO 85%	0.1505	2000	1.69	18.9216622
Mar Verde	PARCELA 27	L931	ALGASIL	1	1600	3.38	18.9216622
Mar Verde	PARCELA 27	L931	AMINOTERRA	3	900	1.69	18.9216622
Mar Verde	PARCELA 27	L931	ARGENFRUT	18	1800	1.69	18.9216622
Mar Verde	PARCELA 27	L931	BAMECTIN	1.5	2000	3.38	18.9216622
Mar Verde	PARCELA 27	L931	BIOIL-S/ENHANCE	20	2000	1.69	18.9216622
Mar Verde	PARCELA 27	L931	BONUM	0.7	933.3333333	3.38	18.9216622
Mar Verde	PARCELA 27	L931	CALCI-B	3	800	3.38	18.9216622
Mar Verde	PARCELA 27	L931	CHUNGAR	1.8	1800	1.69	18.9216622
Mar Verde	PARCELA 27	L931	CROPS CANELA	1.6126875	1900	13.52	18.9216622
Mar Verde	PARCELA 27	L931	DOGMA	0.5	800	1.69	18.9216622
Mar Verde	PARCELA 27	L931	EMACTIN 5% SG	0.8	2000	3.38	18.9216622
Mar Verde	PARCELA 27	L931	EMBATE 480 SL	0.9475	94.755	3.38	18.9216622
Mar Verde	PARCELA 27	L931	EPINGLE 10 EC	2	2000	1.69	18.9216622
Mar Verde	PARCELA 27	L931	ESENFOL CaB ZINC	3	800	1.69	18.9216622
Mar Verde	PARCELA 27	L931	FAST THRU	0.2775	1850	6.76	18.9216622
Mar Verde	PARCELA 27	L931	GF-120	1.600166667	1334.666667	2.51	18.9216622
Mar Verde	PARCELA 27	L931	GLADIADOR	1.911111111	1911.111111	6.76	18.9216622
Mar Verde	PARCELA 27	L931	HIPOCLORITO SODIO 5%	0.0795625	1787.5	13.52	18.9216622
Mar Verde	PARCELA 27	L931	KELPURA	3	600	1.69	18.9216622
Mar Verde	PARCELA 27	L931	LICTHOR	4	100	5.07	18.9216622
Mar Verde	PARCELA 27	L931	MAXI COVER	0.188181818	1260.606061	30.05	18.9216622
Mar Verde	PARCELA 27	L931	PHYLGREEN	2	800	1.69	18.9216622
Mar Verde	PARCELA 27	L931	POTENSIL	2	2000	6.76	18.9216622
Mar Verde	PARCELA 27	L931	PRESSOR	3.6	600	1.69	18.9216622
Mar Verde	PARCELA 27	L931	TACHIGAREN	2	100	1.69	18.9216622
Mar Verde	PARCELA 27	L931	TRONKAL	0.5	1000	1.69	18.9216622
Mar Verde	PARCELA 27	L931	X-CYTE	1.2	833.3333333	5.07	18.9216622
Mar Verde	PARCELA 27	L932	ACAPROX	3	2000	1.15	18.74571854
Mar Verde	PARCELA 27	L932	ACARISIL 110 SC	0.6	2000	1.52	18.74571854
Mar Verde	PARCELA 27	L932	ACIDO FOSFORICO 85%	0.1505	2000	1.52	18.74571854
Mar Verde	PARCELA 27	L932	ALGASIL	1	1600	3.04	18.74571854
Mar Verde	PARCELA 27	L932	AMINOTERRA	3	900	1.52	18.74571854
Mar Verde	PARCELA 27	L932	ARGENFRUT	18	1800	1.52	18.74571854
Mar Verde	PARCELA 27	L932	BAMECTIN	1.5	2000	3.04	18.74571854
Mar Verde	PARCELA 27	L932	BIOIL-S/ENHANCE	20	2000	1.52	18.74571854
Mar Verde	PARCELA 27	L932	BONUM	0.7	933.3333333	3.04	18.74571854
Mar Verde	PARCELA 27	L932	CALCI-B	3	800	3.04	18.74571854
Mar Verde	PARCELA 27	L932	CHUNGAR	1.8	1800	1.52	18.74571854
Mar Verde	PARCELA 27	L932	CROPS CANELA	1.6126875	1900	12.16	18.74571854
Mar Verde	PARCELA 27	L932	DOGMA	0.5	800	1.52	18.74571854
Mar Verde	PARCELA 27	L932	EMACTIN 5% SG	0.8	2000	3.04	18.74571854
Mar Verde	PARCELA 27	L932	EMBATE 480 SL	0.977	97.68	1.52	18.74571854
Mar Verde	PARCELA 27	L932	EPINGLE 10 EC	2	2000	1.52	18.74571854
Mar Verde	PARCELA 27	L932	ESENFOL CaB ZINC	3	800	1.52	18.74571854
Mar Verde	PARCELA 27	L932	FAST THRU	0.2775	1850	6.08	18.74571854
Mar Verde	PARCELA 27	L932	GF-120	1.600285714	1429.714286	3.04	18.74571854
Mar Verde	PARCELA 27	L932	GLADIADOR	1.911111111	1911.111111	6.08	18.74571854
Mar Verde	PARCELA 27	L932	HIPOCLORITO SODIO 5%	0.0795625	1787.5	12.16	18.74571854
Mar Verde	PARCELA 27	L932	KELPURA	3	600	1.52	18.74571854
Mar Verde	PARCELA 27	L932	LICTHOR	4	100	4.56	18.74571854
Mar Verde	PARCELA 27	L932	MAXI COVER	0.188181818	1260.606061	26.99	18.74571854
Mar Verde	PARCELA 27	L932	PHYLGREEN	2	800	1.52	18.74571854
Mar Verde	PARCELA 27	L932	POTENSIL	2	2000	6.08	18.74571854
Mar Verde	PARCELA 27	L932	PRESSOR	3.6	600	1.52	18.74571854
Mar Verde	PARCELA 27	L932	TACHIGAREN	2	100	1.52	18.74571854
Mar Verde	PARCELA 27	L932	TRONKAL	0.5	1000	1.52	18.74571854
Mar Verde	PARCELA 27	L932	X-CYTE	1.2	833.3333333	4.56	18.74571854
Mar Verde	PARCELA 27	L933	ACAPROX	3	2000	1.29	18.49766903
Mar Verde	PARCELA 27	L933	ACARISIL 110 SC	0.6	2000	1.65	18.49766903
Mar Verde	PARCELA 27	L933	ACIDO FOSFORICO 85%	0.1505	2000	1.65	18.49766903
Mar Verde	PARCELA 27	L933	ALGASIL	1	1600	3.3	18.49766903
Mar Verde	PARCELA 27	L933	AMINOTERRA	3	900	1.65	18.49766903
Mar Verde	PARCELA 27	L933	ARGENFRUT	18	1800	1.65	18.49766903
Mar Verde	PARCELA 27	L933	BAMECTIN	1.5	2000	3.3	18.49766903
Mar Verde	PARCELA 27	L933	BIOIL-S/ENHANCE	20	2000	1.65	18.49766903
Mar Verde	PARCELA 27	L933	BONUM	0.7	933.3333333	3.3	18.49766903
Mar Verde	PARCELA 27	L933	CALCI-B	3	800	3.3	18.49766903
Mar Verde	PARCELA 27	L933	CHUNGAR	1.8	1800	1.65	18.49766903
Mar Verde	PARCELA 27	L933	CROPS CANELA	1.6126875	1900	13.2	18.49766903
Mar Verde	PARCELA 27	L933	DOGMA	0.5	800	1.65	18.49766903
Mar Verde	PARCELA 27	L933	EMACTIN 5% SG	0.8	2000	3.3	18.49766903
Mar Verde	PARCELA 27	L933	EMBATE 480 SL	1.148	114.775	1.65	18.49766903
Mar Verde	PARCELA 27	L933	EPINGLE 10 EC	2	2000	1.65	18.49766903
Mar Verde	PARCELA 27	L933	ESENFOL CaB ZINC	3	800	1.65	18.49766903
Mar Verde	PARCELA 27	L933	FAST THRU	0.2775	1850	6.6	18.49766903
Mar Verde	PARCELA 27	L933	GF-120	1.600857143	1429.714286	2.54	18.49766903
Mar Verde	PARCELA 27	L933	GLADIADOR	1.911111111	1911.111111	6.6	18.49766903
Mar Verde	PARCELA 27	L933	HIPOCLORITO SODIO 5%	0.101176471	2270.588235	13.58	18.49766903
Mar Verde	PARCELA 27	L933	KELPURA	3	600	1.65	18.49766903
Mar Verde	PARCELA 27	L933	LICTHOR	4	100	4.95	18.49766903
Mar Verde	PARCELA 27	L933	MAXI COVER	0.188181818	1260.606061	29.34	18.49766903
Mar Verde	PARCELA 27	L933	PHYLGREEN	2	800	1.65	18.49766903
Mar Verde	PARCELA 27	L933	POTENSIL	2	2000	6.6	18.49766903
Mar Verde	PARCELA 27	L933	PRESSOR	3.6	600	1.65	18.49766903
Mar Verde	PARCELA 27	L933	TACHIGAREN	2	100	1.65	18.49766903
Mar Verde	PARCELA 27	L933	TRONKAL	0.5	1000	1.65	18.49766903
Mar Verde	PARCELA 27	L933	X-CYTE	1.2	833.3333333	4.95	18.49766903
Mar Verde	PARCELA 27	L934	ACAPROX	3	2000	2	20.69748361
Mar Verde	PARCELA 27	L934	ACARISIL 110 SC	0.6	2000	2	20.69748361
Mar Verde	PARCELA 27	L934	ACIDO FOSFORICO 85%	0.1505	2000	2	20.69748361
Mar Verde	PARCELA 27	L934	ALGASIL	1	1400	4	20.69748361
Mar Verde	PARCELA 27	L934	AMINOTERRA	3	1000	2	20.69748361
Mar Verde	PARCELA 27	L934	ARGENFRUT	18	1800	2	20.69748361
Mar Verde	PARCELA 27	L934	BAMECTIN	1.50025	2000	4	20.69748361
Mar Verde	PARCELA 27	L934	BIOIL-S/ENHANCE	20	2000	2	20.69748361
Mar Verde	PARCELA 27	L934	BONUM	0.675	900	4	20.69748361
Mar Verde	PARCELA 27	L934	CALCI-B	3	800	4	20.69748361
Mar Verde	PARCELA 27	L934	CHUNGAR	1.8	1800	2	20.69748361
Mar Verde	PARCELA 27	L934	CROPS CANELA	1.6125625	1900	16	20.69748361
Mar Verde	PARCELA 27	L934	DOGMA	0.5	800	2	20.69748361
Mar Verde	PARCELA 27	L934	EMACTIN 5% SG	0.8	2000	4	20.69748361
Mar Verde	PARCELA 27	L934	EMBATE 480 SL	1.1815	118.17	1.9	20.69748361
Mar Verde	PARCELA 27	L934	EPINGLE 10 EC	2	2000	2	20.69748361
Mar Verde	PARCELA 27	L934	ESENFOL CaB ZINC	3	800	2	20.69748361
Mar Verde	PARCELA 27	L934	FAST THRU	0.255	1700	8	20.69748361
Mar Verde	PARCELA 27	L934	GF-120	1.60225	1625.75	5.49	20.69748361
Mar Verde	PARCELA 27	L934	GLADIADOR	1.9	1900	8	20.69748361
Mar Verde	PARCELA 27	L934	HIPOCLORITO SODIO 5%	0.077529412	1741.176471	16	20.69748361
Mar Verde	PARCELA 27	L934	KELPURA	3	600	2	20.69748361
Mar Verde	PARCELA 27	L934	LICTHOR	4	100	6	20.69748361
Mar Verde	PARCELA 27	L934	MAXI COVER	0.195029412	1294.117647	36	20.69748361
Mar Verde	PARCELA 27	L934	PHYLGREEN	2	800	2	20.69748361
Mar Verde	PARCELA 27	L934	POTENSIL	2	2000	8	20.69748361
Mar Verde	PARCELA 27	L934	PRESSOR	3.6	600	2	20.69748361
Mar Verde	PARCELA 27	L934	TACHIGAREN	2	100	2	20.69748361
Mar Verde	PARCELA 27	L934	TRONKAL	0.5	900	2	20.69748361
Mar Verde	PARCELA 27	L934	X-CYTE	1.2	880	6	20.69748361
Mar Verde	PARCELA 27	L935	ACAPROX	3	2000	2.96	20.52476354
Mar Verde	PARCELA 27	L935	ACARISIL 110 SC	0.6	2000	2.96	20.52476354
Mar Verde	PARCELA 27	L935	ACIDO FOSFORICO 85%	0.1505	2000	2.96	20.52476354
Mar Verde	PARCELA 27	L935	ALGASIL	1	1400	5.92	20.52476354
Mar Verde	PARCELA 27	L935	AMINOTERRA	3	1000	2.96	20.52476354
Mar Verde	PARCELA 27	L935	ARGENFRUT	18	1800	2.96	20.52476354
Mar Verde	PARCELA 27	L935	BAMECTIN	1.50025	2000	5.92	20.52476354
Mar Verde	PARCELA 27	L935	BIOIL-S/ENHANCE	20	2000	2.96	20.52476354
Mar Verde	PARCELA 27	L935	BONUM	0.675	900	5.92	20.52476354
Mar Verde	PARCELA 27	L935	CALCI-B	3	800	5.92	20.52476354
Mar Verde	PARCELA 27	L935	CHUNGAR	1.8	1800	2.96	20.52476354
Mar Verde	PARCELA 27	L935	CROPS CANELA	1.6125625	1900	23.68	20.52476354
Mar Verde	PARCELA 27	L935	DOGMA	0.5	800	2.96	20.52476354
Mar Verde	PARCELA 27	L935	EMACTIN 5% SG	0.8	2000	5.92	20.52476354
Mar Verde	PARCELA 27	L935	EMBATE 480 SL	1.445	144.51	2.96	20.52476354
Mar Verde	PARCELA 27	L935	EPINGLE 10 EC	2	2000	2.96	20.52476354
Mar Verde	PARCELA 27	L935	ESENFOL CaB ZINC	3	800	2.96	20.52476354
Mar Verde	PARCELA 27	L935	FAST THRU	0.255	1700	11.84	20.52476354
Mar Verde	PARCELA 27	L935	GF-120	1.602066667	1600.8	7.88	20.52476354
Mar Verde	PARCELA 27	L935	GLADIADOR	1.9	1900	11.84	20.52476354
Mar Verde	PARCELA 27	L935	HIPOCLORITO SODIO 5%	0.077529412	1741.176471	23.68	20.52476354
Mar Verde	PARCELA 27	L935	KELPURA	3	600	2.96	20.52476354
