fundo	parcela	lote	producto	dosis	volumen	area	toneladas
Mar Verde	PARCELA 30	L1024	LICTHOR	4	100	6.42	17.30379178
Mar Verde	PARCELA 30	L1024	MAXI COVER	0.1914	1315	40.45	17.30379178
Mar Verde	PARCELA 30	L1024	MICROCAT ZINC	0.6	800	2.14	17.30379178
Mar Verde	PARCELA 30	L1024	POTENSIL	2	2000	6.29	17.30379178
Mar Verde	PARCELA 30	L1024	PRESSOR	3.6045	600	2.14	17.30379178
Mar Verde	PARCELA 30	L1024	SHAOLIN	0.7995	1000	2.14	17.30379178
Mar Verde	PARCELA 30	L1024	TACHIGAREN	2	100	2.14	17.30379178
Mar Verde	PARCELA 30	L1024	TRONKAL	0.5	1000	2.14	17.30379178
Mar Verde	PARCELA 30	L1024	X-CYTE	1.2014	840	6.42	17.30379178
Mar Verde	PARCELA 31	L1101	ACAPROX	3	2000	0.77	19.98015597
Mar Verde	PARCELA 31	L1101	ACARISIL 110 SC	0.596666667	2000	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	ACIDO FOSFORICO 85%	0.151	2000	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	ALGASIL	1	1600	2.8	19.98015597
Mar Verde	PARCELA 31	L1101	AMINOTERRA	3	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	ARGENFRUT	18	1800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	BAMECTIN	1.500857143	2000	2.8	19.98015597
Mar Verde	PARCELA 31	L1101	BIOIL-S/ENHANCE	20	2000	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	BONUM	0.676	900	2.8	19.98015597
Mar Verde	PARCELA 31	L1101	CALCI-B	3	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	CHUNGAR	1.8	1800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	CROPS CANELA	1.60775	1910	12.6	19.98015597
Mar Verde	PARCELA 31	L1101	DOGMA	0.5005	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	EMACTIN 5% SG	0.8005	2000	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	EMBATE 480 SL	1.007	100.67	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	EPINGLE 10 EC	2	2000	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	ESENFOL CaB ZINC	3	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	FAST THRU	0.274285714	1828.571429	5.6	19.98015597
Mar Verde	PARCELA 31	L1101	FERTIMAR SC	3	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	GF-120	1.593535714	1004.071071	8.75	19.98015597
Mar Verde	PARCELA 31	L1101	GLADIADOR	1.888777778	1888.888889	5.6	19.98015597
Mar Verde	PARCELA 31	L1101	HIPOCLORITO SODIO 5%	0.081357143	1828.571429	11.2	19.98015597
Mar Verde	PARCELA 31	L1101	KELPURA	3	600	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	KEYLATE BORO	2	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	LICTHOR	4	100	2.8	19.98015597
Mar Verde	PARCELA 31	L1101	MAXI COVER	0.198484848	1321.212121	25.2	19.98015597
Mar Verde	PARCELA 31	L1101	MICROCAT ZINC	0.6	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	POTENSIL	2	2000	4.83	19.98015597
Mar Verde	PARCELA 31	L1101	SHAOLIN	0.7995	1000	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	TACHIGAREN	2	100	2.8	19.98015597
Mar Verde	PARCELA 31	L1101	TRONKAL	0.5	800	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	UNICONAZOLE-P 5%	3	600	1.4	19.98015597
Mar Verde	PARCELA 31	L1101	X-CYTE	1.2	800	4.2	19.98015597
Mar Verde	PARCELA 31	L1102	ACAPROX	3	2000	0.77	27.57941039
Mar Verde	PARCELA 31	L1102	ACARISIL 110 SC	0.596666667	2000	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	ACIDO FOSFORICO 85%	0.151	2000	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	ALGASIL	1	1600	4.82	27.57941039
Mar Verde	PARCELA 31	L1102	AMINOTERRA	3	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	ARGENFRUT	18	1800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	BAMECTIN	1.500857143	2000	4.82	27.57941039
Mar Verde	PARCELA 31	L1102	BIOIL-S/ENHANCE	20	2000	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	BONUM	0.676	900	4.82	27.57941039
Mar Verde	PARCELA 31	L1102	CALCI-B	3	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	CHUNGAR	1.8	1800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	CROPS CANELA	1.60775	1910	21.69	27.57941039
Mar Verde	PARCELA 31	L1102	DOGMA	0.5005	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	EMACTIN 5% SG	0.8005	2000	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	EMBATE 480 SL	1.037	103.67	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	EPINGLE 10 EC	2	2000	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	ESENFOL CaB ZINC	3	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	FAST THRU	0.274285714	1828.571429	9.64	27.57941039
Mar Verde	PARCELA 31	L1102	FERTIMAR SC	3	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	GF-120	1.593535714	1004.071071	15.06	27.57941039
Mar Verde	PARCELA 31	L1102	GLADIADOR	1.888777778	1888.888889	9.64	27.57941039
Mar Verde	PARCELA 31	L1102	HIPOCLORITO SODIO 5%	0.081357143	1828.571429	19.28	27.57941039
Mar Verde	PARCELA 31	L1102	KELPURA	3	600	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	KEYLATE BORO	2	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	LICTHOR	4	100	4.82	27.57941039
Mar Verde	PARCELA 31	L1102	MAXI COVER	0.198484848	1321.212121	43.38	27.57941039
Mar Verde	PARCELA 31	L1102	MICROCAT ZINC	0.6	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	POTENSIL	2	2000	8.87	27.57941039
Mar Verde	PARCELA 31	L1102	SHAOLIN	0.7995	1000	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	TACHIGAREN	2	100	4.82	27.57941039
Mar Verde	PARCELA 31	L1102	TRONKAL	0.5	800	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	UNICONAZOLE-P 5%	3	600	2.41	27.57941039
Mar Verde	PARCELA 31	L1102	X-CYTE	1.2	800	7.23	27.57941039
Mar Verde	PARCELA 31	L1103	ACAPROX	3	2000	0.77	20.50946465
Mar Verde	PARCELA 31	L1103	ACARISIL 110 SC	0.596666667	2000	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	ACIDO FOSFORICO 85%	0.151	2000	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	ALGASIL	1	1600	4.12	20.50946465
Mar Verde	PARCELA 31	L1103	AMINOTERRA	3	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	ARGENFRUT	18	1800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	BAMECTIN	1.500857143	2000	4.12	20.50946465
Mar Verde	PARCELA 31	L1103	BIOIL-S/ENHANCE	20	2000	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	BONUM	0.676	900	4.12	20.50946465
Mar Verde	PARCELA 31	L1103	CALCI-B	3	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	CHUNGAR	1.8	1800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	CROPS CANELA	1.60775	1910	18.54	20.50946465
Mar Verde	PARCELA 31	L1103	DOGMA	0.5005	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	EMACTIN 5% SG	0.8005	2000	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	EMBATE 480 SL	1.067	106.67	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	EPINGLE 10 EC	2	2000	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	ESENFOL CaB ZINC	3	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	FAST THRU	0.274285714	1828.571429	8.24	20.50946465
Mar Verde	PARCELA 31	L1103	FERTIMAR SC	3	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	GF-120	1.593535714	1004.071071	12.96	20.50946465
Mar Verde	PARCELA 31	L1103	GLADIADOR	1.888777778	1888.888889	8.24	20.50946465
Mar Verde	PARCELA 31	L1103	HIPOCLORITO SODIO 5%	0.081357143	1828.571429	16.48	20.50946465
Mar Verde	PARCELA 31	L1103	KELPURA	3	600	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	KEYLATE BORO	2	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	LICTHOR	4	100	4.12	20.50946465
Mar Verde	PARCELA 31	L1103	MAXI COVER	0.198484848	1321.212121	37.08	20.50946465
Mar Verde	PARCELA 31	L1103	MICROCAT ZINC	0.6	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	POTENSIL	2	2000	7.47	20.50946465
Mar Verde	PARCELA 31	L1103	SHAOLIN	0.7995	1000	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	TACHIGAREN	2	100	4.12	20.50946465
Mar Verde	PARCELA 31	L1103	TRONKAL	0.5	800	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	UNICONAZOLE-P 5%	3	600	2.06	20.50946465
Mar Verde	PARCELA 31	L1103	X-CYTE	1.2	800	6.18	20.50946465
Mar Verde	PARCELA 31	L1104	ACAPROX	3	2000	0.77	21.94865
Mar Verde	PARCELA 31	L1104	ACARISIL 110 SC	0.596666667	2000	2.25	21.94865
Mar Verde	PARCELA 31	L1104	ACIDO FOSFORICO 85%	0.151	2000	2.25	21.94865
Mar Verde	PARCELA 31	L1104	ALGASIL	1	1600	4.5	21.94865
Mar Verde	PARCELA 31	L1104	AMINOTERRA	3	800	2.25	21.94865
Mar Verde	PARCELA 31	L1104	ARGENFRUT	18	1800	2.25	21.94865
Mar Verde	PARCELA 31	L1104	BAMECTIN	1.500857143	2000	4.5	21.94865
Mar Verde	PARCELA 31	L1104	BIOIL-S/ENHANCE	20	2000	2.25	21.94865
Mar Verde	PARCELA 31	L1104	BONUM	0.676	900	4.5	21.94865
Mar Verde	PARCELA 31	L1104	CHUNGAR	1.8	1800	2.25	21.94865
Mar Verde	PARCELA 31	L1104	CROPS CANELA	1.60775	1910	20.25	21.94865
Mar Verde	PARCELA 31	L1104	DOGMA	0.5005	800	2.25	21.94865
Mar Verde	PARCELA 31	L1104	EMACTIN 5% SG	0.8005	2000	2.25	21.94865
Mar Verde	PARCELA 31	L1104	EMBATE 480 SL	1.067	106.67	2.25	21.94865
Mar Verde	PARCELA 31	L1104	EPINGLE 10 EC	2	2000	2.25	21.94865
Mar Verde	PARCELA 31	L1104	FAST THRU	0.274285714	1828.571429	9	21.94865
Mar Verde	PARCELA 31	L1104	GF-120	1.593724138	1038.413448	14.65	21.94865
Mar Verde	PARCELA 31	L1104	GLADIADOR	1.888777778	1888.888889	9	21.94865
Mar Verde	PARCELA 31	L1104	HIPOCLORITO SODIO 5%	0.081357143	1828.571429	18	21.94865
Mar Verde	PARCELA 31	L1104	LICTHOR	4	100	4.5	21.94865
Mar Verde	PARCELA 31	L1104	MAXI COVER	0.220846154	1469.230769	28.46	21.94865
Mar Verde	PARCELA 31	L1104	POTENSIL	2	2000	8.23	21.94865
Mar Verde	PARCELA 31	L1104	SHAOLIN	0.7995	1000	2.25	21.94865
Mar Verde	PARCELA 31	L1104	TACHIGAREN	2	100	4.5	21.94865
Mar Verde	PARCELA 31	L1104	TRONKAL	0.5	800	2.25	21.94865
Mar Verde	PARCELA 31	L1104	UNICONAZOLE-P 5%	3	600	2.25	21.94865
Mar Verde	PARCELA 31	L1104	X-CYTE	1.2	800	1.46	21.94865
Mar Verde	PARCELA 31	L1105	ACAPROX	3	2000	0.8	19.49393571
Mar Verde	PARCELA 31	L1105	ACARISIL 110 SC	0.596666667	2000	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	ACIDO FOSFORICO 85%	0.151	2000	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	ALGASIL	1	1600	4.38	19.49393571
Mar Verde	PARCELA 31	L1105	AMINOTERRA	3	800	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	ARGENFRUT	18	1800	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	BAMECTIN	1.500857143	2000	4.38	19.49393571
Mar Verde	PARCELA 31	L1105	BIOIL-S/ENHANCE	20	2000	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	BONUM	0.676	900	4.38	19.49393571
Mar Verde	PARCELA 31	L1105	CHUNGAR	1.8	1800	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	CROPS CANELA	1.60775	1910	19.71	19.49393571
Mar Verde	PARCELA 31	L1105	DOGMA	0.5005	800	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	EMACTIN 5% SG	0.8005	2000	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	EMBATE 480 SL	1.067	106.67	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	EPINGLE 10 EC	2	2000	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	FAST THRU	0.274285714	1828.571429	8.76	19.49393571
Mar Verde	PARCELA 31	L1105	GF-120	1.593724138	1038.413448	14.79	19.49393571
Mar Verde	PARCELA 31	L1105	GLADIADOR	1.888777778	1888.888889	8.76	19.49393571
Mar Verde	PARCELA 31	L1105	HIPOCLORITO SODIO 5%	0.081357143	1828.571429	17.52	19.49393571
Mar Verde	PARCELA 31	L1105	LICTHOR	4	100	4.38	19.49393571
Mar Verde	PARCELA 31	L1105	MAXI COVER	0.220846154	1469.230769	27.73	19.49393571
Mar Verde	PARCELA 31	L1105	POTENSIL	2	2000	7.96	19.49393571
Mar Verde	PARCELA 31	L1105	SHAOLIN	0.7995	1000	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	TACHIGAREN	2	100	4.38	19.49393571
Mar Verde	PARCELA 31	L1105	TRONKAL	0.5	800	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	UNICONAZOLE-P 5%	3	600	2.19	19.49393571
Mar Verde	PARCELA 31	L1105	X-CYTE	1.2	800	1.45	19.49393571
Mar Verde	PARCELA 31	L1106	ACAPROX	3	2000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	ACARISIL 110 SC	0.6	2000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	ACIDO FOSFORICO 85%	0.15	2000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	ALGASIL	1	1760	3.2	12.3638539
Mar Verde	PARCELA 31	L1106	AMINOTERRA	3	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	ARGENFRUT	18	1800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	BAMECTIN	1.375	2000	3.2	12.3638539
Mar Verde	PARCELA 31	L1106	BIOIL-S/ENHANCE	20	2000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	BONUM	0.7125	950	3.2	12.3638539
Mar Verde	PARCELA 31	L1106	CALCI-B	3	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	CHUNGAR	1.8	1800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	CLOSER 240 SC	0.5995	2000	1.5	12.3638539
Mar Verde	PARCELA 31	L1106	CROPS CANELA	1.620545455	1918.181818	12.9	12.3638539
Mar Verde	PARCELA 31	L1106	DOGMA	0.5	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	EMACTIN 5% SG	0.8	2000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	EMBATE 480 SL	1.19	118.985	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	EPINGLE 10 EC	2	2000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	ESENFOL CaB ZINC	3	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	FAST THRU	0.28	1866.666667	6.4	12.3638539
Mar Verde	PARCELA 31	L1106	FERTIMAR SC	3	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	GF-120	1.569333333	676.3316667	2.8	12.3638539
Mar Verde	PARCELA 31	L1106	GLADIADOR	1.92	1920	6.4	12.3638539
Mar Verde	PARCELA 31	L1106	HIPOCLORITO SODIO 5%	0.080578947	1810.526316	12.8	12.3638539
Mar Verde	PARCELA 31	L1106	KEYLATE BORO	2	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	LICTHOR	4	100	3.2	12.3638539
Mar Verde	PARCELA 31	L1106	MAXI COVER	0.185923077	1256.410256	28.7	12.3638539
Mar Verde	PARCELA 31	L1106	MICROCAT ZINC	0.6	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	POTENSIL	2	2000	4.8	12.3638539
Mar Verde	PARCELA 31	L1106	SHAOLIN	0.8	1000	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	TACHIGAREN	2	100	3.2	12.3638539
Mar Verde	PARCELA 31	L1106	TRONKAL	0.5	800	1.6	12.3638539
Mar Verde	PARCELA 31	L1106	X-CYTE	1.2	800	4.8	12.3638539
Mar Verde	PARCELA 31	L1107	ACAPROX	3	2000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	ACARISIL 110 SC	0.6	2000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	ACIDO FOSFORICO 85%	0.15	2000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	ALGASIL	1	1760	4.86	20.8855335
Mar Verde	PARCELA 31	L1107	AMINOTERRA	3	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	ARGENFRUT	18	1800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	BAMECTIN	1.375	2000	4.86	20.8855335
Mar Verde	PARCELA 31	L1107	BIOIL-S/ENHANCE	20	2000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	BONUM	0.7125	950	4.86	20.8855335
Mar Verde	PARCELA 31	L1107	CALCI-B	3	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	CHUNGAR	1.8	1800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	CLOSER 240 SC	0.5995	2000	1.6	20.8855335
Mar Verde	PARCELA 31	L1107	CROPS CANELA	1.620545455	1918.181818	20.27	20.8855335
Mar Verde	PARCELA 31	L1107	DOGMA	0.5	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	EMACTIN 5% SG	0.8	2000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	EMBATE 480 SL	1.278666667	127.8666667	3.43	20.8855335
Mar Verde	PARCELA 31	L1107	EPINGLE 10 EC	2	2000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	ESENFOL CaB ZINC	3	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	FAST THRU	0.28	1866.666667	9.72	20.8855335
Mar Verde	PARCELA 31	L1107	FERTIMAR SC	3	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	GF-120	1.573714286	580.2842857	6.7	20.8855335
Mar Verde	PARCELA 31	L1107	GLADIADOR	1.92	1920	9.72	20.8855335
Mar Verde	PARCELA 31	L1107	HIPOCLORITO SODIO 5%	0.080578947	1810.526316	19.44	20.8855335
Mar Verde	PARCELA 31	L1107	KELPURA	3	600	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	KEYLATE BORO	2	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	LICTHOR	4	100	4.86	20.8855335
Mar Verde	PARCELA 31	L1107	MAXI COVER	0.183525	1240	45.34	20.8855335
Mar Verde	PARCELA 31	L1107	MICROCAT ZINC	0.6	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	POTENSIL	2	2000	7.29	20.8855335
Mar Verde	PARCELA 31	L1107	SHAOLIN	0.8	1000	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	TACHIGAREN	2	100	4.86	20.8855335
Mar Verde	PARCELA 31	L1107	TRONKAL	0.5	800	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	UNICONAZOLE-P 5%	3	600	2.43	20.8855335
Mar Verde	PARCELA 31	L1107	X-CYTE	1.2	800	7.29	20.8855335
Mar Verde	PARCELA 31	L1108	ACAPROX	3	2000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	ACARISIL 110 SC	0.6	2000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	ACIDO FOSFORICO 85%	0.15	2000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	ALGASIL	1	1760	4.28	23.21420253
Mar Verde	PARCELA 31	L1108	AMINOTERRA	3	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	ARGENFRUT	18	1800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	BAMECTIN	1.375	2000	4.28	23.21420253
Mar Verde	PARCELA 31	L1108	BIOIL-S/ENHANCE	20	2000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	BONUM	0.7125	950	4.28	23.21420253
Mar Verde	PARCELA 31	L1108	CALCI-B	3	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	CHUNGAR	1.8	1800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	CLOSER 240 SC	0.5995	2000	1.6	23.21420253
Mar Verde	PARCELA 31	L1108	CROPS CANELA	1.620545455	1918.181818	17.66	23.21420253
Mar Verde	PARCELA 31	L1108	DOGMA	0.5	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	EMACTIN 5% SG	0.8	2000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	EMBATE 480 SL	1.2315	123.15	4.28	23.21420253
Mar Verde	PARCELA 31	L1108	EPINGLE 10 EC	2	2000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	ESENFOL CaB ZINC	3	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	FAST THRU	0.28	1866.666667	8.56	23.21420253
Mar Verde	PARCELA 31	L1108	FERTIMAR SC	3	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	GF-120	1.5814	608.599	9.66	23.21420253
Mar Verde	PARCELA 31	L1108	GLADIADOR	1.92	1920	8.56	23.21420253
Mar Verde	PARCELA 31	L1108	HIPOCLORITO SODIO 5%	0.080578947	1810.526316	17.12	23.21420253
Mar Verde	PARCELA 31	L1108	KELPURA	3	600	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	KEYLATE BORO	2	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	LICTHOR	4	100	4.28	23.21420253
Mar Verde	PARCELA 31	L1108	MAXI COVER	0.183525	1240	40.12	23.21420253
Mar Verde	PARCELA 31	L1108	MICROCAT ZINC	0.6	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	POTENSIL	2	2000	6.42	23.21420253
Mar Verde	PARCELA 31	L1108	SHAOLIN	0.8	1000	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	TACHIGAREN	2	100	4.28	23.21420253
Mar Verde	PARCELA 31	L1108	TRONKAL	0.5	800	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	UNICONAZOLE-P 5%	3	600	2.14	23.21420253
Mar Verde	PARCELA 31	L1108	X-CYTE	1.2	800	6.42	23.21420253
Mar Verde	PARCELA 31	L1109	ACAPROX	3	2000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	ACARISIL 110 SC	0.6	2000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	ACIDO FOSFORICO 85%	0.15	2000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	ALGASIL	1	1760	4.68	23.45836
Mar Verde	PARCELA 31	L1109	AMINOTERRA	3	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	ARGENFRUT	18	1800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	BAMECTIN	1.375	2000	4.68	23.45836
Mar Verde	PARCELA 31	L1109	BIOIL-S/ENHANCE	20	2000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	BONUM	0.7125	950	4.68	23.45836
Mar Verde	PARCELA 31	L1109	CALCI-B	3	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	CHUNGAR	1.8	1800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	CLOSER 240 SC	0.5995	2000	1.6	23.45836
Mar Verde	PARCELA 31	L1109	CROPS CANELA	1.620545455	1918.181818	19.46	23.45836
Mar Verde	PARCELA 31	L1109	DOGMA	0.5	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	EMACTIN 5% SG	0.8	2000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	EMBATE 480 SL	1.2315	123.15	4.68	23.45836
Mar Verde	PARCELA 31	L1109	EPINGLE 10 EC	2	2000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	ESENFOL CaB ZINC	3	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	FAST THRU	0.2669	1780	10.57	23.45836
Mar Verde	PARCELA 31	L1109	FERTIMAR SC	3	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	GF-120	1.573571429	865.4271429	4.71	23.45836
Mar Verde	PARCELA 31	L1109	GLADIADOR	1.92	1920	9.36	23.45836
Mar Verde	PARCELA 31	L1109	HIPOCLORITO SODIO 5%	0.0786	1770	19.93	23.45836
Mar Verde	PARCELA 31	L1109	KELPURA	3	600	2.34	23.45836
Mar Verde	PARCELA 31	L1109	KEYLATE BORO	2	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	LICTHOR	4	100	4.68	23.45836
Mar Verde	PARCELA 31	L1109	MAXI COVER	0.183525	1240	43.72	23.45836
Mar Verde	PARCELA 31	L1109	MICROCAT ZINC	0.6	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	POTENSIL	2	2000	7.02	23.45836
Mar Verde	PARCELA 31	L1109	SHAOLIN	0.8	1000	2.34	23.45836
Mar Verde	PARCELA 31	L1109	TACHIGAREN	2	100	4.68	23.45836
Mar Verde	PARCELA 31	L1109	TRONKAL	0.5	800	2.34	23.45836
Mar Verde	PARCELA 31	L1109	UNICONAZOLE-P 5%	3	600	2.34	23.45836
Mar Verde	PARCELA 31	L1109	X-CYTE	1.2	800	7.02	23.45836
Mar Verde	PARCELA 31	L1110	ACAPROX	3	2000	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	ACARISIL 110 SC	0.6	2000	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	ACIDO FOSFORICO 85%	0.15	2000	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	ALGASIL	1	1600	4.54	23.00666606
Mar Verde	PARCELA 31	L1110	AMINOTERRA	3	800	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	ARGENFRUT	18	1800	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	BAMECTIN	1.375	2000	4.54	23.00666606
Mar Verde	PARCELA 31	L1110	BIOIL-S/ENHANCE	20	2000	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	BONUM	0.7125	950	4.54	23.00666606
Mar Verde	PARCELA 31	L1110	CALCI-B	3	800	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	CHUNGAR	1.8	1800	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	CLOSER 240 SC	0.5995	2000	1.75	23.00666606
Mar Verde	PARCELA 31	L1110	CROPS CANELA	1.620545455	1918.181818	18.68	23.00666606
Mar Verde	PARCELA 31	L1110	DOGMA	0.5	800	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	EMACTIN 5% SG	0.8	2000	2.27	23.00666606
Mar Verde	PARCELA 31	L1110	EMBATE 480 SL	1.2315	123.15	4.54	23.00666606
